,100s,4 Wickets in Inn,4s,50s,6s,Age,Balls,Balls Faced,Balls_Average,Bat_Average,Bats(handed),Bowl_Strike_rate,Bowling_Best,Bowls(handed),DOB,Ducks,Economy_Rate,Highest Score,Innings,Maidens,Matches,Name,Not Outs,Opening Batting,Overs,Runs,Runs_Conceded,Strike Rate,Wickets
1114,0,0,3,0,0,40,258,51,92.00,9.00,Right Handed,86.00,2/51,Right Arm Fast Medium,12/12/1978,2,6.42,24*,4,2,5(2003-2003),Bjorn L Kotze,1,0,43.0,27,276,52.94,3
1115,0,0,3,0,1,45,282,135,128.00,16.40,Right Handed,141.00,1/32,Right Arm Off Break,12/09/1973,0,5.45,27,6,0,6(2003-2003),Deon B Kotze,1,0,47.0,82,256,60.74,2
1116,0,0,0,0,0,36,425,23,47.29,13.00,Right Handed,60.71,2/28,Right Arm Off Break,14/01/1983,0,4.67,7,2,0,8(2011-2011),Jason J Krejza,1,0,70.5,13,331,56.52,7
1117,0,0,12,0,1,34,418,274,61.57,16.75,Right Handed,59.71,3/45,Right Arm Medium Fast,24/08/1984,3,6.19,43,10,3,12(2014-),Krishna Chandran,2,0,69.4,134,431,48.91,7
1118,0,,0,0,0,28,,13,,6.00,Right Handed,,,,12/07/1947,0,,6,1,,1(1976-1976),Pallemoni Krishnamurthy,0,0,,6,,46.15,
1119,0,0,3,0,0,30,184,50,43.67,10.67,Right Handed,61.33,3/21,Right Arm Fast Medium,17/09/1988,0,4.27,15,3,1,5(2010-2011),Bradley P Kruger,0,0,30.4,32,131,64.00,3
1120,0,,0,0,0,30,,20,,1.50,Right Handed,,,,18/12/1988,1,,3,2,,2(2008-2008),Courtney K Kruger,0,0,,3,,15.00,
1121,0,0,0,0,0,42,138,10,69.50,0.00,Right Handed,69.00,1/43,Right Arm Medium,05/01/1977,1,6.04,0*,2,1,3(2006-2006),Garnett J-P Kruger,1,0,23.0,0,139,N/A,2
1122,0,,3,0,0,37,2,75,,19.50,Right Handed,,,Right Arm Medium,15/08/1981,0,,34,2,,2(2011-2011),Neil Kruger,0,1,2,39,,52.00,
1123,0,0,7,0,1,62,817,223,50.33,15.78,Right Handed,68.08,2/31,Right Arm Off Break,10/05/1956,1,4.44,40,11,5,16(1988-1989),Christopher M Kuggeleijn,2,0,136.1,142,604,63.68,12
1124,0,0,1,0,0,27,84,6,11.60,N/A,Right Handed,16.80,3/41,Right Arm Fast Medium,03/01/1992,0,4.14,11*,1,2,2(2017-),Scott Christopher Kuggeleijn,1,0,14.0,11,58,183.33,5
1125,0,0,37,3,11,59,588,662,28.78,33.69,Right Handed,32.67,3/33,Right Arm Fast Medium,24/08/1959,0,5.29,63*,23,0,25(1991-1996),Adrian P Kuiper,7,1,98.0,539,518,81.42,18
1126,0,0,0,0,0,33,78,72,N/A,12.67,Right Handed,N/A,0/6,Right Arm Fast Medium,15/07/1985,1,6.15,19,3,0,4(2011-2012),Chamith K B Kulasekara,0,0,13.0,38,80,52.78,0
1127,0,5,95,4,39,36,8263,1629,33.92,15.43,Right Handed,41.52,5/22,Right Arm Fast Medium,22/07/1982,13,4.90,73,123,106,184(2003-),Kulasekara Mudiyanselage Dinesh Nuwan Kulasekara,37,0,1377.1,1327,6751,81.46,199
1128,0,5,6,0,0,24,2058,139,20.71,15.60,Left Handed,26.05,6/25,Left Arm Chinaman (Googly),14/12/1994,1,4.77,19,14,10,40(2017-),Kuldeep Yadav,9,0,343.0,78,1636,56.12,79
1129,0,1,2,0,1,30,598,28,26.74,N/A,Right Handed,31.47,4/34,Right Arm Medium,10/12/1988,0,5.10,25*,2,5,12(2014-),Dhawal S Kulkarni,2,0,99.4,27,508,96.43,19
1130,0,0,0,0,0,45,402,20,32.45,5.50,Left Handed,36.55,3/27,Left Arm Orthodox,03/04/1973,1,5.33,5*,5,3,10(1997-1998),Nilesh M Kulkarni,3,0,67.0,11,357,55.00,11
1131,0,0,3,0,0,56,444,39,34.50,16.50,Right Handed,44.40,3/42,Right Arm Fast Medium,25/09/1962,0,4.66,15,5,4,10(1983-1987),Rajiv R Kulkarni,3,0,74.0,33,345,84.62,10
1132,0,4,41,1,6,29,4925,641,35.91,14.88,Right Handed,43.20,5/42,Right Arm Medium,05/02/1990,7,4.99,53*,47,65,103(2012-),Bhuvneshwar Kumar,15,0,820.5,476,4094,74.26,114
1133,0,0,18,0,0,24,66,397,31.50,15.50,Right Handed,33.00,2/40,Right Arm Off Break,21/05/1994,1,5.73,38,15,0,16(2010-2014),Nitish R Kumar,1,7,11.0,217,63,54.66,2
1134,0,3,25,1,7,32,3242,331,36.03,13.90,Right Handed,42.10,4/31,Right Arm Medium,02/10/1986,2,5.13,54*,33,45,68(2007-2012),Praveenkumar Sakat Singh,12,0,540.2,292,2774,88.22,77
1135,0,0,2,0,0,22,310,37,49.50,8.00,Left Handed,38.75,2/34,Right Arm Medium Fast,13/02/1997,0,7.66,7*,5,0,8(2017-),Chandradasa Brahammana Ralalage Lahiru Sudesh Kumara,3,0,51.4,16,396,43.24,8
1136,0,0,2,0,0,43,378,27,38.67,6.33,Right Handed,42.00,3/24,Right Arm Medium,30/12/1975,0,5.52,8,3,4,8(1999-2000),Thirunavukkar A S U Kumaran,0,0,63.0,19,348,70.37,9
1137,0,10,57,0,6,48,14496,1536,30.90,10.54,Right Handed,43.01,6/12,Right Arm Leg Break,17/10/1970,18,4.31,26,136,109,271(1990-2007),Anil  Kumble,47,0,2416.0,938,10412,61.07,337
1138,0,,83,4,4,57,1,1978,,20.04,Right Handed,,,,05/01/1962,3,,72,52,,54(1983-1990),Don S B P Kuruppu,1,48,4,1022,,51.67,
1139,0,1,1,0,1,50,1131,43,35.60,3.71,Right Handed,45.24,4/43,Right Arm Fast Medium,08/08/1968,1,4.72,7,11,18,25(1997-1997),Abey Kuruvilla,4,0,188.3,26,890,60.47,25
1140,0,,14,0,0,42,1,246,,9.50,Right Handed,,,,28/09/1976,1,,34,12,,12(2006-2007),Kwame Tucker,2,5,1,95,,38.62,
1141,0,2,17,0,3,64,2308,350,41.69,8.59,Right Handed,51.29,5/57,Right Arm Fast Medium,09/06/1954,6,4.88,33,36,18,44(1986-1992),Graeme F Labrooy,7,0,384.4,249,1876,71.14,45
1142,1,,52,2,0,68,1,1131,,29.70,Right Handed,,,,21/11/1950,0,,117*,23,,23(1979-1982),Bruce M Laird,3,23,5,594,,52.52,
1143,0,3,14,0,2,31,3686,367,31.93,8.20,Right Handed,35.44,4/13,Right Arm Medium Fast,10/03/1987,9,5.41,26,44,35,81(2009-),Ranasinghe Arachchige Suranga Lakmal,19,0,614.2,205,3321,55.86,104
1144,0,0,0,0,0,40,300,12,31.75,7.00,Right Handed,37.50,2/34,Right Arm Fast Medium,04/01/1979,0,5.08,4,2,2,7(2002-2003),Materba K G C P Lakshitha,1,0,50.0,7,254,58.33,8
1145,0,,1,0,0,46,,48,,N/A,Right Handed,,,Right Arm Medium,09/01/1973,0,,16*,1,,1(2004-2004),S B Lama,1,0,,16,,33.33,
1146,4,0,328,26,30,64,6,5298,N/A,39.31,Right Handed,N/A,0/3,Right Arm Medium,20/06/1954,8,3.00,118,118,0,122(1982-1992),Allan J Lamb,16,0,1.0,4010,3,75.69,0
1147,0,0,6,0,1,37,642,381,38.92,17.91,Right Handed,53.50,3/45,Right Arm Medium,04/03/1981,1,4.36,37,14,3,15(2010-2011),Gregory A Lamb,3,0,107.0,197,467,51.71,12
1148,1,0,63,6,9,23,19,1166,20.00,27.00,Right Handed,19.00,1/9,Right Arm Medium,02/01/1960,2,6.32,102,31,0,32(1986-1989),Raman Lamba,2,13,3.1,783,20,67.15,1
1149,1,0,45,2,7,57,72,540,N/A,33.92,Left Handed,N/A,0/8,Right Arm Off Break,10/02/1962,1,6.17,119,12,0,12(1990-2004),Clayton B Lambert,0,11,12.0,407,74,75.37,0
1150,0,2,2,0,0,18,319,69,14.80,10.00,Right Handed,21.27,4/24,Left Arm Chinaman (Googly),02/08/2000,0,4.18,15,5,4,6(2018-),Sandeep Lamichhane,1,0,53.1,40,222,57.97,15
1151,0,0,4,0,0,38,36,47,N/A,12.00,Right Handed,N/A,0/20,Right Arm Medium,15/05/1980,0,7.83,16,2,0,2(2004-2008),John P R Lamsam,0,0,6.0,24,47,51.06,0
1152,0,,13,0,4,48,1,180,,32.00,Left Handed,,,Right Arm Medium,21/11/1970,0,,36,7,,8(1994-1997),Justin L Langer,2,0,1,160,,88.89,
1153,0,3,8,0,0,44,3489,124,29.62,6.64,Right Handed,34.89,5/39,Right Arm Fast Medium,17/12/1974,1,5.09,12,21,28,72(2001-2010),Charl K Langeveldt,10,0,581.3,73,2962,58.87,100
1154,0,0,9,0,7,42,942,133,31.88,15.78,Right Handed,37.68,3/32,Right Arm Fast Medium,07/12/1976,2,5.08,31*,17,12,22(2006-2008),Dave Langford-Smith,8,0,157.0,142,797,106.77,25
1155,19,0,1037,63,133,49,49,13087,15.25,40.49,Left Handed,12.25,2/5,Left Arm Chinaman (Googly),02/05/1969,16,7.47,169,289,0,299(1990-2007),Brian C Lara,32,52,8.1,10405,61,79.51,4
1156,1,0,69,0,3,65,15,1047,N/A,24.63,Right Handed,N/A,0/1,Right Arm Medium,22/11/1953,3,8.80,124,24,0,25(1979-1991),Wayne Larkins,0,18,2.3,591,22,56.45,0
1157,0,1,29,0,9,56,6368,970,35.40,14.63,Right Handed,56.35,4/24,Right Arm Medium,27/09/1962,6,3.77,37,70,90,121(1990-1999),Gavin Rolf Larsen,27,0,1061.2,629,4000,64.85,113
1158,0,1,49,1,1,57,450,1008,35.09,20.10,Right Handed,40.91,5/32,Right Arm Medium,12/06/1961,3,5.15,60,33,2,33(1990-1994),Rodney T Latham,4,25,75.0,583,386,57.84,11
1159,4,,205,14,33,26,3,2880,,33.73,Left Handed,,,Right Arm Medium,02/04/1992,6,,137,79,,85(2012-),Thomas William Maxwell Latham,8,37,26,2395,,83.16,
1160,0,0,0,0,0,36,224,9,54.75,N/A,Right Handed,56.00,1/28,Right Arm Fast Medium,03/10/1982,0,5.87,1*,1,1,5(2009-2009),Ben Laughlin,1,0,37.2,1,219,11.11,4
1161,0,0,6,1,1,68,308,160,28.00,26.25,Left Handed,38.50,3/54,Right Arm Medium,30/01/1951,0,4.36,74,5,3,6(1978-1979),Trevor J Laughlin,1,0,45.2,105,224,65.63,8
1162,1,0,72,7,8,50,807,1643,52.92,26.89,Right Handed,67.25,2/22,Right Arm Medium,18/10/1968,3,4.72,110,51,3,54(1994-1999),Stuart G Law,5,5,134.3,1237,635,75.29,12
1163,0,1,0,0,0,55,66,0,16.75,N/A,Right Handed,16.50,4/67,Right Arm Fast,28/01/1964,0,6.09,0,0,1,1(1991-1991),David V Lawrence,0,0,11.0,0,67,N/A,4
1164,0,27,0,0,0,82,1,49,1 (100.00%),27.00,Left Handed,,27.00,Left Arm Medium,11/02/1937,0,,27,1,,1(1971-1971),William M Lawry,0,1,1,27,,55.10,1/1/0
1165,0,1,19,0,4,61,4259,500,29.79,11.12,Right Handed,48.95,4/26,Right Arm Fast Medium,07/12/1957,9,3.65,33*,52,94,79(1980-1989),Geoffrey Francis Lawson,18,0,709.5,378,2592,75.60,87
1166,0,1,2,0,0,37,558,16,29.29,6.00,Right Handed,32.82,4/57,Right Arm Medium,13/01/1982,0,5.35,8,5,5,13(2001-2005),Jermaine J C Lawson,2,0,93.0,18,498,112.50,17
1167,6,0,222,10,4,44,42,3282,N/A,30.76,Right Handed,N/A,0/5,Right Arm Off Break,01/11/1974,3,5.71,131,83,0,86(1998-2006),Vangipurappu Venkata Sai Laxman,7,5,7.0,2338,40,71.24,0
1168,0,1,38,3,16,28,962,399,62.93,24.17,Right Handed,68.71,4/37,Right Arm Off Break,29/10/1990,0,5.49,59*,24,1,30(2014-),Michael A Leask,6,1,160.2,435,881,109.02,14
1169,0,23,69,3,34,42,11185,1407,23.36,17.82,Right Handed,29.43,5/22,Right Arm Fast,08/11/1976,16,4.76,59,110,141,221(2000-2012),Brett Lee,44,0,1864.1,1176,8877,83.58,380
1170,0,2,31,0,7,45,1706,500,25.94,17.67,Right Handed,35.54,5/33,Right Arm Medium,08/08/1973,3,4.38,47,35,14,45(1995-2001),Shane Lee,8,0,284.2,477,1245,95.40,48
1171,0,,11,0,4,66,,307,,11.32,Right Handed,,,,19/03/1952,1,,26,24,,31(1979-1983),Warren K Lees,5,0,,215,,70.03,
1172,0,0,11,0,3,56,534,280,38.44,28.50,Right Handed,59.33,2/38,Right Arm Medium Fast,07/02/1963,0,3.89,45,11,6,11(1996-2003),Roland P Lefebvre,5,0,89.0,171,346,61.07,9
1173,4,1,227,17,14,49,1793,3784,27.79,38.96,Left Handed,34.48,4/7,Left Arm Orthodox,05/02/1970,4,4.84,119,101,3,117(1996-2005),Darren S Lehmann,22,4,298.5,3078,1445,81.34,52
1174,0,1,2,0,0,70,1152,152,29.71,8.00,Right Handed,48.00,4/29,Left Arm Fast Medium,24/02/1949,1,3.71,27*,11,19,22(1976-1982),John K Lever,4,0,181.0,56,713,36.84,24
1175,0,1,0,0,0,78,440,24,23.73,17.00,Right Handed,40.00,4/35,Right Arm Fast Medium,17/09/1940,0,3.56,8*,3,3,10(1971-1975),Peter Lever,2,0,68.0,17,261,70.83,11
1176,0,1,5,0,0,47,1684,381,33.15,11.20,Right Handed,49.53,5/53,Left Arm Orthodox,14/07/1971,1,4.02,20*,19,38,32(2006-2009),Russell D M Leverock,9,0,280.4,112,1127,29.40,34
1177,0,4,25,0,6,51,2625,464,29.42,14.38,Right Handed,39.77,4/30,Right Arm Fast Medium,14/02/1968,6,4.44,33,40,29,53(1990-1998),Clairmonte C Lewis,14,2,437.3,374,1942,80.60,66
1178,2,,105,3,24,27,2,1227,,32.58,Left Handed,,,,27/12/1991,1,,176*,32,,35(2016-),Evin Lewis,1,29,12,1010,,82.31,
1179,0,1,4,0,0,43,716,63,27.61,8.33,Right Handed,39.78,4/36,Right Arm Medium,26/08/1975,0,4.16,17,8,13,13(2005-2007),Johnathan Lewis,2,0,119.2,50,497,79.37,18
1180,0,0,0,0,0,44,341,4,55.86,N/A,Right Handed,48.71,3/56,Right Arm Fast Medium,29/06/1974,0,6.88,4*,1,1,7(2005-2006),Michael L  Lewis,1,0,56.5,4,391,100.00,7
1181,0,0,14,0,10,44,1150,367,44.68,18.19,Right Handed,52.27,3/43,Right Arm Leg Break,05/09/1974,1,5.13,49,21,2,28(1997-2009),Rawl N Lewis,5,0,191.4,291,983,79.29,22
1182,0,0,0,0,0,63,188,31,55.50,7.00,Right Handed,94.00,1/41,Left Arm Medium,21/05/1955,0,3.54,7,1,4,3(1977-1978),Liaqat Ali,0,0,29.0,7,111,22.58,2
1183,0,,8,0,0,46,,199,,23.50,Right Handed,,,Right Arm Fast Medium,07/04/1972,0,,39,4,,4(1995-1998),Gerhardus F J Liebenberg,0,4,,94,,47.24,
1184,0,6,17,0,1,69,3593,320,20.83,9.23,Right Handed,34.88,5/34,Right Arm Fast,18/07/1949,6,3.58,42*,34,80,63(1972-1983),Dennis K Lillee,8,0,596.1,240,2145,75.00,103
1185,1,,57,1,6,24,2,637,,19.54,Right Handed,,,,13/10/1994,4,,121,27,,27(2015-),Liton Das,1,17,8,508,,79.75,
1186,0,0,6,0,1,46,642,207,51.00,16.00,Left Handed,64.20,3/49,Right Arm Fast Medium,06/06/1972,0,4.77,43,11,5,16(1992-2001),Dulip K Liyanage,2,0,107.0,144,510,69.57,10
1187,1,0,156,11,29,74,358,2434,26.25,39.54,Left Handed,44.75,2/4,Right Arm Medium,31/08/1944,1,3.52,102,69,7,87(1973-1985),Clive H Lloyd,19,0,58.4,1977,210,81.22,8
1188,1,0,25,0,1,71,12,526,3.00,40.71,Left Handed,12.00,1/3,Left Arm Orthodox,18/03/1947,0,1.50,116*,8,1,8(1973-1980),David Lloyd,1,6,2.0,285,3,54.18,1
1189,0,,1,0,0,49,1,80,,9.75,Right Handed,,,Right Arm Medium,01/07/1969,2,,22,5,,6(1996-1998),Graham D Lloyd,1,0,2,39,,48.75,
1190,0,,3,0,0,62,,228,,33.67,Left Handed,,,Right Arm Medium,05/11/1956,0,,49,3,,3(1984-1984),Timothy A Lloyd,0,3,,101,,44.30,
1191,0,1,1,0,0,56,289,20,27.38,8.00,Right Handed,36.13,5/44,Right Arm Medium,10/09/1962,0,4.55,5,3,4,8(1996-1996),Alan C I Lock,2,0,48.1,8,219,40.00,8
1192,0,,11,0,1,43,1,341,,24.22,Right Handed,,,,19/01/1976,1,,46,11,,14(2006-2010),Douglas R Lockhart,2,0,1,218,,63.93,
1193,1,0,209,14,9,58,24,3801,N/A,28.96,Right Handed,N/A,0/1,Right Arm Off Break,28/09/1960,13,4.50,109*,133,0,158(1981-1993),Augustine L Logie,36,0,4.0,2809,18,73.90,0
1194,0,1,9,1,5,36,1011,262,23.39,14.00,Right Handed,32.61,4/44,Right Arm Leg Break,20/05/1982,2,4.30,69,18,7,21(2003-2007),Kaushal S Lokuarachchi,3,0,168.3,210,725,80.15,31
1195,0,0,0,0,0,31,12,26,N/A,4.00,Right Handed,N/A,0/19,Right Arm Off Break,15/09/1987,0,9.50,4,1,0,1(2007-2007),Christopher H Lonsdale,0,0,2.0,4,19,15.38,0
1196,0,0,0,0,2,39,280,27,47.83,5.33,Right Handed,46.67,3/16,Right Arm Medium,19/04/1979,1,6.15,9*,5,1,7(2010-2011),Bernard P Loots,2,0,46.4,16,287,59.26,6
1197,0,0,0,0,0,38,36,0,N/A,0.00,Right Handed,N/A,0/36,Right Arm Off Break,06/09/1980,1,6.00,0,1,0,1(2006-2006),Alexander G R Loudon,0,0,6.0,0,36,N/A,0
1198,0,0,1,0,3,39,156,7,74.00,23.00,Right Handed,78.00,1/45,Right Arm Medium Fast,12/04/1979,0,5.69,23,1,1,3(2008-2008),Johann Louw,0,0,26.0,23,148,328.57,2
1199,0,0,0,0,0,59,60,0,60.00,N/A,Right Handed,60.00,1/60,Left Arm Orthodox,19/06/1959,0,6.00,0,0,0,1(2003-2003),Jan L Louw,0,0,10.0,0,60,N/A,1
1200,0,,7,0,0,63,1,100,,20.33,Right Handed,,,Right Arm Medium,22/04/1955,0,,43,3,,3(1981-1981),James D Love,0,0,1,61,,61.00,
1201,0,,19,0,5,46,,184,,20.29,Right Handed,,,Right Arm Off Break,27/09/1972,1,,45,7,,7(2007-2007),Malachy B Loye,0,7,,142,,77.17,
1202,0,0,2,0,0,65,216,37,37.40,8.00,Right Handed,43.20,3/48,Right Arm Off Break,24/03/1953,0,5.19,9,4,0,4(1996-1996),Steven W Lubbers,1,0,36.0,24,187,64.86,5
1203,0,,1,0,0,01,,69,,5.00,Right Handed,,,Left Arm Orthodox,05/02/1939,1,,14,3,,3(1975-1975),Brian W Luckhurst,0,1,,15,,21.74,
1204,1,,12,0,3,39,1,203,,55.00,Left Handed,,,Right Arm Medium,12/02/1980,0,,106,3,,3(2014-2014),Michael J Lumb,0,3,1,165,,81.28,
1205,0,1,3,0,1,37,330,50,35.11,17.00,Right Handed,36.67,4/32,Right Arm Medium,20/12/1981,1,5.75,16*,9,1,10(2003-2010),Alfred S Luseno,7,0,55.0,34,316,68.00,9
1206,0,,1,0,0,60,1,32,,2.67,Right Handed,,,Right Arm Off Break,21/05/1958,1,,6,3,,3(1988-1988),Monte A Lynch,0,0,1,8,,25.00,
1207,0,,5,0,3,28,2,89,,18.75,Right Handed,,,Left Arm Orthodox,10/04/1990,1,,44,4,,4(2017-),Christopher A Lynn,0,1,3,75,,84.27,
1208,0,1,6,0,2,31,942,64,42.83,20.67,Right Handed,52.33,4/44,Right Arm Off Break,20/11/1987,1,4.91,30,9,10,17(2012-),Nathan Michael Lyon,6,0,157.0,62,771,96.88,18
1209,0,0,8,0,0,34,1093,147,45.05,22.50,Left Handed,54.65,3/21,Left Arm Orthodox,08/12/1984,0,4.95,28,14,9,25(2006-2010),Ross T Lyons,10,0,182.1,90,901,61.22,20
1210,0,1,0,0,0,48,180,3,17.50,1.00,Right Handed,30.00,4/19,Right Arm Leg Break,25/02/1971,0,3.50,1,2,4,3(2000-2000),Stuart C G MacGill,1,0,30.0,1,105,33.33,6
1211,1,0,62,3,7,28,402,952,42.67,33.36,Left Handed,44.67,3/31,Right Arm Off Break,15/02/1991,1,5.73,114,22,2,23(2013-2016),Matthew W Machan,0,0,67.0,734,384,77.10,9
1212,0,0,0,0,0,51,132,0,N/A,N/A,Right Handed,N/A,0/33,Right Arm Fast Medium,13/06/1967,0,6.23,0,0,0,3(2001-2001),Angus J Mackay,0,0,22.0,0,137,N/A,0
1213,0,,2,0,0,72,,33,,11.00,Right Handed,,,,27/04/1946,0,,11,1,,2(1979-1979),John A Maclean,0,0,,11,,33.33,
1214,0,1,7,0,3,59,857,170,41.73,12.64,Right Handed,57.13,6/39,Right Arm Medium,02/04/1959,0,4.38,41,13,8,16(1983-1987),Kenneth H MacLeay,2,0,142.5,139,626,81.76,15
1215,7,0,193,6,21,30,674,2224,77.25,37.82,Right Handed,84.25,2/26,Right Arm Medium Fast,15/11/1988,8,5.50,175,55,2,57(2008-),Calum Scott MacLeod,6,20,112.2,1853,618,83.32,8
1216,0,,1,0,0,46,,36,,5.00,Right Handed,,,,25/03/1972,0,,8,2,,2(2006-2006),Neil J MacRae,0,2,,10,,27.78,
1217,0,2,29,1,3,67,3164,645,29.27,19.10,Right Handed,43.34,4/20,Right Arm Fast Medium,20/03/1951,1,4.05,53*,35,44,67(1974-1987),Sharma Madan Lal,14,0,523.4,401,2137,62.17,73
1218,0,,10,1,0,44,1,206,,18.83,Right Handed,,,Right Arm Medium,23/05/1974,1,,53,6,,8(1998-2000),Darren L Maddy,0,0,1,113,,54.85,
1219,0,,23,1,1,11,1,331,,15.92,Right Handed,,,Right Arm Medium,22/11/1976,2,,71,13,,13(1998-2001),Trevor N Madondo,1,8,2,191,,57.70,
1220,0,0,57,3,16,59,4,1574,N/A,18.63,Right Handed,N/A,0/1,Right Arm Off Break,22/04/1959,4,1.50,73,56,0,63(1979-1988),Ranjan Senerath Madugalle,5,0,0.4,950,1,60.36,0
1221,0,0,3,0,0,58,480,62,71.60,10.50,Left Handed,96.00,1/11,Right Arm Off Break,30/01/1961,0,4.48,8*,6,4,12(1988-1992),Arachchige W R Madurasinghe,4,0,80.0,21,358,33.87,5
1222,0,0,1,0,0,23,37,6,8.67,7.00,Right Handed,12.33,3/26,Right Arm Fast Medium,10/04/1995,0,4.22,7,1,1,1(2018-),Devapurage Shehan Madushanka Kumara,0,0,6.1,7,26,116.67,3
1223,0,0,2,0,0,26,144,26,43.00,4.67,Right Handed,36.00,2/70,Right Arm Fast Medium,12/09/1992,1,7.17,7,4,0,4(2017-),Lahiru Dilshan Madushanka,1,0,24.0,14,172,53.85,4
1224,0,1,5,0,0,27,520,133,25.95,6.89,Right Handed,26.00,4/49,Right Arm Medium,02/08/1991,2,5.99,25,12,2,12(2014-),Neville Madziva,3,0,86.4,62,519,46.62,20
1225,0,0,3,0,0,40,66,104,N/A,17.67,Right Handed,N/A,0/1,Right Arm Fast Medium,10/11/1978,0,6.64,16,4,0,4(1997-1997),Mafizur Rahman,1,0,11.0,53,73,50.96,0
1226,0,0,1,0,0,62,1009,71,40.47,7.00,Right Handed,53.11,3/61,Right Arm Fast Medium,15/09/1956,1,4.57,14*,11,12,23(1983-1984),John N Maguire,5,0,168.1,42,769,59.15,19
1227,4,0,336,35,17,52,2,8521,N/A,29.50,Right Handed,N/A,0/3,,31/05/1966,15,21.00,119*,198,0,213(1986-1999),Roshan Siriwardene Mahanama,23,116,0.2,5162,7,60.58,0
1228,0,0,4,0,0,29,187,26,27.67,12.50,Right Handed,31.17,3/25,Left Arm Orthodox,07/02/1990,0,5.33,17,2,0,4(2017-),Keshav A Maharaj,0,0,31.1,25,166,96.15,6
1229,0,6,89,2,25,34,4640,1294,28.07,19.53,Right Handed,34.37,6/14,Right Arm Fast Medium,07/09/1984,3,4.90,69*,75,50,109(2004-),Mohamed Farveez Maharoof,18,0,773.2,1113,3789,86.01,135
1230,0,0,3,1,4,35,222,71,40.00,40.50,Right Handed,31.71,2/42,Right Arm Medium Fast,01/12/1983,0,7.57,59,2,2,5(2009-2009),Mahbubul Alam,0,0,37.0,81,280,114.08,7
1231,0,,0,0,0,50,,8,,3.00,Right Handed,,,,01/02/1969,0,,3,1,,1(1999-1999),Mahbubur Rahman,0,0,,3,,37.50,
1232,0,,40,1,7,45,2,673,,25.76,Left Handed,,,Right Arm Medium,27/02/1974,1,,95,20,,26(1998-2003),James P Maher,3,11,10,438,,65.08,
1233,0,1,8,0,1,37,1197,101,38.97,7.73,Right Handed,39.90,4/50,Right Arm Medium Fast,21/12/1981,3,5.86,22*,15,7,26(2004-2009),Sajid I Mahmood,4,0,199.3,85,1169,84.16,30
1234,0,,0,0,0,50,,6,,1.00,Right Handed,,,Right Arm Medium,19/01/1969,0,,1,1,,1(1995-1995),Mahmood Hamid,0,0,,1,,16.67,
1235,3,0,297,20,48,33,4066,4857,46.07,33.39,Right Handed,53.50,3/4,Right Arm Off Break,04/02/1986,8,5.17,128*,148,14,171(2007-),Mohammad Mahmudullah,38,0,677.4,3673,3501,75.62,76
1236,0,0,5,0,2,36,885,249,36.90,10.64,Right Handed,42.14,3/29,Right Arm Medium,31/07/1982,2,5.25,22*,19,12,23(2004-2006),Ngonidzashe B Mahwire,8,0,147.3,117,775,46.99,21
1237,0,0,5,0,1,39,48,133,N/A,21.00,Right Handed,N/A,0/38,Right Arm Off Break,22/07/1979,1,4.75,31,6,0,7(2010-2011),Gregor I Maiden,2,0,8.0,84,38,63.16,0
1238,1,0,71,7,6,72,658,1052,28.77,37.43,Right Handed,50.62,3/27,Right Arm Off Break,28/09/1946,1,3.41,109,22,11,23(1973-1982),Majid Khan,1,13,107.0,786,374,74.71,13
1239,0,0,1,0,0,56,526,11,25.25,3.00,Right Handed,32.88,3/40,Right Arm Fast,22/02/1963,1,4.61,4,5,8,10(1990-1994),Devon E Malcolm,2,0,87.4,9,404,81.82,16
1240,0,0,29,1,1,62,6,645,N/A,30.47,Right Handed,N/A,0/0,,26/01/1957,0,0.00,65,19,1,20(1982-1986),Ashok Malhotra,4,0,1.0,457,0,70.85,0
1241,0,18,41,1,21,35,10274,697,28.76,7.12,Right Handed,32.31,6/38,Right Arm Fast,28/08/1983,25,5.34,56,109,97,213(2004-),Separamadu Lasith Malinga,34,0,1712.2,534,9145,76.61,318
1242,0,,19,1,0,28,1,189,,23.83,Right Handed,,,,16/09/1990,1,,51,6,,6(2018-),Gyanendra Malla,0,6,2,143,,75.66,
1243,0,0,1,0,0,73,502,36,31.00,7.00,Right Handed,45.64,3/34,Right Arm Off Break,13/07/1945,1,4.08,8,3,7,9(1971-1975),Ashley A Mallett,1,0,78.0,14,341,38.89,11
1244,0,0,5,0,0,68,612,63,28.64,9.00,Right Handed,55.64,2/9,Right Arm Medium Fast,09/10/1950,0,3.09,15*,7,16,10(1977-1982),Michael F Malone,3,0,102.0,36,315,57.14,11
1245,0,1,1,0,0,53,3133,90,31.30,12.25,Right Handed,47.47,4/22,Left Arm Orthodox,13/06/1965,1,3.96,8*,18,33,59(1983-1993),Maninder Singh,14,0,522.1,49,2066,54.44,66
1246,1,0,99,15,10,53,8,3101,10.00,33.23,Right Handed,8.00,1/2,Right Arm Off Break,12/07/1965,3,7.50,105,70,0,74(1988-1996),Sanjay Vijay Manjrekar,10,3,1.2,1994,10,64.30,1
1247,0,0,4,0,0,39,1591,134,53.50,5.89,Left Handed,66.29,3/37,Left Arm Fast Medium,07/11/1979,4,4.84,13,22,24,34(1999-2003),Manjural Islam,13,0,265.1,53,1284,39.55,24
